[INFO] Initializing Reborn VIO Automation Server...
[INFO] Local ADB path configured: /Volumes/SSD_cua_Dung/android_studio/platform-tools/adb
[INFO] Local AAPT path configured: /Volumes/SSD_cua_Dung/android_studio/build-tools/37.0.0/aapt
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.0.101:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [01/Jun/2026 22:57:28] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:29] "GET /api/device-screen/f8d421db?t=1780329446451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:30] "GET /api/device-screen/f8d421db?t=1780329447251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:31] "GET /api/device-screen/f8d421db?t=1780329448851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:32] "GET /api/device-screen/f8d421db?t=1780329449649 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:32] "GET /api/device-screen/f8d421db?t=1780329450450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:33] "[35m[1mGET /api/device-screen/f8d421db?t=1780329448051 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 22:57:33] "GET /api/device-screen/f8d421db?t=1780329451250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:34] "GET /api/device-screen/f8d421db?t=1780329452051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:35] "GET /api/device-screen/f8d421db?t=1780329454451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:35] "GET /api/device-screen/f8d421db?t=1780329455251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:36] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:36] "GET /api/device-screen/f8d421db?t=1780329453651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:37] "GET /api/device-screen/f8d421db?t=1780329456050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:37] "[35m[1mGET /api/device-screen/f8d421db?t=1780329452851 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 22:57:38] "GET /api/device-screen/f8d421db?t=1780329456851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:39] "GET /api/device-screen/f8d421db?t=1780329457649 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:39] "GET /api/device-screen/f8d421db?t=1780329458451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:41] "GET /api/device-screen/f8d421db?t=1780329459251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:42] "GET /api/device-screen/f8d421db?t=1780329460051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:43] "GET /api/device-screen/f8d421db?t=1780329460850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:44] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:44] "GET /api/device-screen/f8d421db?t=1780329461651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:45] "GET /api/device-screen/f8d421db?t=1780329462451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:45] "GET /api/device-screen/f8d421db?t=1780329464851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:46] "GET /api/device-screen/f8d421db?t=1780329463251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:46] "GET /api/device-screen/f8d421db?t=1780329464051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:47] "GET /api/device-screen/f8d421db?t=1780329465651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:47] "GET /api/device-screen/f8d421db?t=1780329466451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:48] "GET /api/device-screen/f8d421db?t=1780329467250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:49] "GET /api/device-screen/f8d421db?t=1780329468051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:49] "GET /api/device-screen/f8d421db?t=1780329468851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:50] "GET /api/device-screen/f8d421db?t=1780329469651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:51] "GET /api/device-screen/f8d421db?t=1780329470451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:52] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:52] "GET /api/device-screen/f8d421db?t=1780329471251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:53] "GET /api/device-screen/f8d421db?t=1780329472050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:53] "GET /api/device-screen/f8d421db?t=1780329472851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:54] "GET /api/device-screen/f8d421db?t=1780329473651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:55] "GET /api/device-screen/f8d421db?t=1780329474450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:56] "GET /api/device-screen/f8d421db?t=1780329475251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:57] "GET /api/device-screen/f8d421db?t=1780329476051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:57] "GET /api/device-screen/f8d421db?t=1780329476851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:58] "GET /api/device-screen/f8d421db?t=1780329477651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:59] "GET /api/device-screen/f8d421db?t=1780329478451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:00] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:00] "GET /api/device-screen/f8d421db?t=1780329479250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:01] "GET /api/device-screen/f8d421db?t=1780329480050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:01] "GET /api/device-screen/f8d421db?t=1780329480851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:02] "GET /api/device-screen/f8d421db?t=1780329481651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:03] "GET /api/device-screen/f8d421db?t=1780329482451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:04] "GET /api/device-screen/f8d421db?t=1780329483250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:05] "GET /api/device-screen/f8d421db?t=1780329484051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:05] "GET /api/device-screen/f8d421db?t=1780329484851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:06] "GET /api/device-screen/f8d421db?t=1780329485651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:07] "GET /api/device-screen/f8d421db?t=1780329486451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:08] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:08] "GET /api/device-screen/f8d421db?t=1780329487251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:09] "GET /api/device-screen/f8d421db?t=1780329488050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:09] "GET /api/device-screen/f8d421db?t=1780329488851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:10] "GET /api/device-screen/f8d421db?t=1780329489650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:10] "GET /api/device-screen/f8d421db?t=1780329490451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:12] "GET /api/device-screen/f8d421db?t=1780329491250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:13] "GET /api/device-screen/f8d421db?t=1780329492051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:13] "GET /api/device-screen/f8d421db?t=1780329492850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:14] "GET /api/device-screen/f8d421db?t=1780329493651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:15] "GET /api/device-screen/f8d421db?t=1780329494451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:16] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:16] "GET /api/device-screen/f8d421db?t=1780329495251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:17] "GET /api/device-screen/f8d421db?t=1780329496051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:18] "GET /api/device-screen/f8d421db?t=1780329496850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:19] "GET /api/device-screen/f8d421db?t=1780329497651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:19] "GET /api/device-screen/f8d421db?t=1780329498451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:20] "GET /api/device-screen/f8d421db?t=1780329499251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:21] "GET /api/device-screen/f8d421db?t=1780329500051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:22] "GET /api/device-screen/f8d421db?t=1780329500850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:23] "GET /api/device-screen/f8d421db?t=1780329501650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:24] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:24] "GET /api/device-screen/f8d421db?t=1780329502450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:25] "GET /api/device-screen/f8d421db?t=1780329504051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:25] "GET /api/device-screen/f8d421db?t=1780329503250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:25] "GET /api/device-screen/f8d421db?t=1780329504850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:26] "GET /api/device-screen/f8d421db?t=1780329505650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:27] "GET /api/device-screen/f8d421db?t=1780329506451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:28] "GET /api/device-screen/f8d421db?t=1780329507251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:29] "GET /api/device-screen/f8d421db?t=1780329508051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:30] "GET /api/device-screen/f8d421db?t=1780329508851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:31] "GET /api/device-screen/f8d421db?t=1780329509651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:31] "GET /api/device-screen/f8d421db?t=1780329510451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:32] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:32] "GET /api/device-screen/f8d421db?t=1780329511250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:33] "GET /api/device-screen/f8d421db?t=1780329512051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:34] "GET /api/device-screen/f8d421db?t=1780329512849 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:34] "GET /api/device-screen/f8d421db?t=1780329513651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:35] "GET /api/device-screen/f8d421db?t=1780329514450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:37] "GET /api/device-screen/f8d421db?t=1780329515250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:37] "GET /api/device-screen/f8d421db?t=1780329516050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:37] "GET /api/device-screen/f8d421db?t=1780329516851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:38] "GET /api/device-screen/f8d421db?t=1780329517651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:38] "GET /api/device-screen/f8d421db?t=1780329518450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:39] "GET /api/device-screen/f8d421db?t=1780329519250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:40] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:40] "GET /api/device-screen/f8d421db?t=1780329520051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:41] "GET /api/device-screen/f8d421db?t=1780329520851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:42] "GET /api/device-screen/f8d421db?t=1780329521650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:42] "GET /api/device-screen/f8d421db?t=1780329522451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:43] "GET /api/device-screen/f8d421db?t=1780329523251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:44] "GET /api/device-screen/f8d421db?t=1780329524050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:45] "GET /api/device-screen/f8d421db?t=1780329524850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:46] "GET /api/device-screen/f8d421db?t=1780329525650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:46] "GET /api/device-screen/f8d421db?t=1780329526450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:47] "GET /api/device-screen/f8d421db?t=1780329527250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:48] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:48] "GET /api/device-screen/f8d421db?t=1780329528051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:49] "GET /api/device-screen/f8d421db?t=1780329528850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:50] "GET /api/device-screen/f8d421db?t=1780329529650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:50] "GET /api/device-screen/f8d421db?t=1780329530450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:51] "GET /api/device-screen/f8d421db?t=1780329531250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:52] "GET /api/device-screen/f8d421db?t=1780329532051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:53] "GET /api/device-screen/f8d421db?t=1780329532851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:54] "GET /api/device-screen/f8d421db?t=1780329533650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:54] "GET /api/device-screen/f8d421db?t=1780329534451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:55] "GET /api/logs-stream HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:55] "POST /api/run HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:56] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:57] "GET /api/device-screen/f8d421db?t=1780329536851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:58] "GET /api/device-screen/f8d421db?t=1780329537650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:58:58] "GET /api/device-screen/f8d421db?t=1780329538450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:00] "GET /api/device-screen/192.168.0.100:5555?t=1780329538962 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:00] "GET /api/device-screen/192.168.0.100:5555?t=1780329539763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:01] "GET /api/device-screen/192.168.0.100:5555?t=1780329540562 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329541362 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:02] "GET /api/device-screen/192.168.0.100:5555?t=1780329542163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:03] "GET /api/device-screen/192.168.0.100:5555?t=1780329542963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:04] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:04] "GET /api/device-screen/192.168.0.100:5555?t=1780329543763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:05] "GET /api/device-screen/192.168.0.100:5555?t=1780329544562 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:06] "GET /api/device-screen/192.168.0.100:5555?t=1780329545363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:06] "GET /api/device-screen/192.168.0.100:5555?t=1780329546163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:07] "GET /api/device-screen/192.168.0.100:5555?t=1780329546963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:08] "GET /api/device-screen/192.168.0.100:5555?t=1780329547763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:09] "GET /api/device-screen/192.168.0.100:5555?t=1780329548563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:10] "GET /api/device-screen/192.168.0.100:5555?t=1780329549363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:10] "GET /api/device-screen/192.168.0.100:5555?t=1780329550163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:11] "GET /api/device-screen/192.168.0.100:5555?t=1780329550963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:12] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:12] "GET /api/device-screen/192.168.0.100:5555?t=1780329551762 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:13] "GET /api/device-screen/192.168.0.100:5555?t=1780329552563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:14] "GET /api/device-screen/192.168.0.100:5555?t=1780329553363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:14] "GET /api/device-screen/192.168.0.100:5555?t=1780329554163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:15] "GET /api/device-screen/192.168.0.100:5555?t=1780329554963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:16] "GET /api/device-screen/192.168.0.100:5555?t=1780329555763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:17] "GET /api/device-screen/192.168.0.100:5555?t=1780329556563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:18] "GET /api/device-screen/192.168.0.100:5555?t=1780329557362 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:18] "GET /api/device-screen/192.168.0.100:5555?t=1780329558163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:19] "GET /api/device-screen/192.168.0.100:5555?t=1780329558963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:20] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:20] "GET /api/device-screen/192.168.0.100:5555?t=1780329559763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:21] "GET /api/device-screen/192.168.0.100:5555?t=1780329560562 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:21] "GET /api/device-screen/192.168.0.100:5555?t=1780329561362 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:22] "GET /api/device-screen/192.168.0.100:5555?t=1780329562163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:23] "GET /api/device-screen/192.168.0.100:5555?t=1780329562963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:24] "GET /api/device-screen/192.168.0.100:5555?t=1780329563763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:25] "GET /api/device-screen/192.168.0.100:5555?t=1780329564563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:25] "GET /api/device-screen/192.168.0.100:5555?t=1780329565363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:26] "GET /api/device-screen/192.168.0.100:5555?t=1780329566162 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:27] "GET /api/device-screen/192.168.0.100:5555?t=1780329566963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:28] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:28] "GET /api/device-screen/192.168.0.100:5555?t=1780329567763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:29] "GET /api/device-screen/192.168.0.100:5555?t=1780329568563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:29] "GET /api/device-screen/192.168.0.100:5555?t=1780329569362 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:30] "GET /api/device-screen/192.168.0.100:5555?t=1780329570163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:31] "GET /api/device-screen/192.168.0.100:5555?t=1780329570963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:32] "GET /api/device-screen/192.168.0.100:5555?t=1780329571763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:33] "GET /api/device-screen/192.168.0.100:5555?t=1780329572563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:33] "GET /api/device-screen/192.168.0.100:5555?t=1780329573363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:34] "GET /api/device-screen/192.168.0.100:5555?t=1780329574163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:35] "GET /api/device-screen/192.168.0.100:5555?t=1780329574963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:36] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:36] "GET /api/device-screen/192.168.0.100:5555?t=1780329575763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:37] "GET /api/device-screen/192.168.0.100:5555?t=1780329576563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:37] "GET /api/device-screen/192.168.0.100:5555?t=1780329577363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:38] "GET /api/device-screen/192.168.0.100:5555?t=1780329578163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:39] "GET /api/device-screen/192.168.0.100:5555?t=1780329578963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:40] "GET /api/device-screen/192.168.0.100:5555?t=1780329579763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:41] "GET /api/device-screen/192.168.0.100:5555?t=1780329580563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:41] "GET /api/device-screen/192.168.0.100:5555?t=1780329581363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:42] "GET /api/device-screen/192.168.0.100:5555?t=1780329582163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:43] "GET /api/device-screen/192.168.0.100:5555?t=1780329582963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:44] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:44] "GET /api/device-screen/192.168.0.100:5555?t=1780329583763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:45] "GET /api/device-screen/192.168.0.100:5555?t=1780329584563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:45] "GET /api/device-screen/192.168.0.100:5555?t=1780329585363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:46] "GET /api/device-screen/192.168.0.100:5555?t=1780329586163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:47] "GET /api/device-screen/192.168.0.100:5555?t=1780329586962 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:48] "GET /api/device-screen/192.168.0.100:5555?t=1780329587763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:49] "GET /api/device-screen/192.168.0.100:5555?t=1780329588563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:49] "GET /api/device-screen/192.168.0.100:5555?t=1780329589363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:50] "GET /api/device-screen/192.168.0.100:5555?t=1780329590163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:51] "GET /api/device-screen/192.168.0.100:5555?t=1780329590963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:52] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:52] "GET /api/device-screen/192.168.0.100:5555?t=1780329591763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:53] "GET /api/device-screen/192.168.0.100:5555?t=1780329592563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:53] "GET /api/device-screen/192.168.0.100:5555?t=1780329593363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:54] "GET /api/device-screen/192.168.0.100:5555?t=1780329594163 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:55] "GET /api/device-screen/192.168.0.100:5555?t=1780329594963 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:56] "GET /api/device-screen/192.168.0.100:5555?t=1780329595763 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:57] "GET /api/device-screen/192.168.0.100:5555?t=1780329596563 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:57] "GET /api/device-screen/192.168.0.100:5555?t=1780329597363 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:59:58] "GET /api/device-screen/192.168.0.100:5555?t=1780329598163 HTTP/1.1" 200 -
